Date,High,Low,Open,Close,Volume,Adj Close
2021-05-28,246.3000030517578,241.11000061035156,242.02999877929688,241.57000732421875,920700,241.57000732421875
2021-06-01,246.3300018310547,239.2100067138672,243.5,241.72999572753906,1037300,241.72999572753906
2021-06-02,243.5500030517578,238.38999938964844,243.5500030517578,239.72999572753906,1088900,239.72999572753906
2021-06-03,238.4499969482422,231.52499389648438,236.1199951171875,232.19000244140625,1244800,232.19000244140625
2021-06-04,238.11000061035156,232.58999633789062,234.5399932861328,236.1699981689453,946600,236.1699981689453
2021-06-07,244.0,235.8699951171875,235.8699951171875,242.66000366210938,1273500,242.66000366210938
2021-06-08,245.9499969482422,240.22900390625,245.22000122070312,242.50999450683594,1167800,242.50999450683594
2021-06-09,245.73399353027344,237.5489959716797,243.00999450683594,237.6999969482422,1024100,237.6999969482422
2021-06-10,247.4600067138672,237.1199951171875,238.67999267578125,247.19000244140625,1500200,247.19000244140625
2021-06-11,251.82000732421875,240.8000030517578,248.0,243.66000366210938,1577000,243.66000366210938
2021-06-14,253.41099548339844,243.97000122070312,245.0,251.50999450683594,1250500,251.50999450683594
2021-06-15,252.6999969482422,241.9499969482422,252.47999572753906,242.75999450683594,1350100,242.75999450683594
2021-06-16,248.2100067138672,236.4600067138672,244.11000061035156,242.77999877929688,1367500,242.77999877929688
2021-06-17,249.10000610351562,238.5,238.8300018310547,247.11000061035156,1237400,247.11000061035156
2021-06-18,249.36000061035156,244.3300018310547,246.11000061035156,247.63999938964844,1348300,247.63999938964844
2021-06-21,248.0,242.0399932861328,247.5,245.60000610351562,826100,245.60000610351562
2021-06-22,254.35000610351562,244.60000610351562,246.9199981689453,253.63999938964844,1436700,253.63999938964844
2021-06-23,257.69000244140625,252.55999755859375,252.57000732421875,256.70001220703125,951500,256.70001220703125
2021-06-24,265.58599853515625,259.6000061035156,260.0,264.1600036621094,2251500,264.1600036621094
2021-06-25,268.2900085449219,261.8599853515625,266.0799865722656,266.3800048828125,1562100,266.3800048828125
2021-06-28,273.6000061035156,265.7799987792969,268.0,271.55999755859375,1248000,271.55999755859375
2021-06-29,274.1199951171875,265.0899963378906,271.010009765625,272.8599853515625,875000,272.8599853515625
2021-06-30,280.5400085449219,269.5,274.0,275.5899963378906,1572600,275.5899963378906
2021-07-01,275.25,266.4100036621094,273.5,268.6300048828125,835000,268.6300048828125
2021-07-02,272.05999755859375,267.2919921875,269.760009765625,267.8299865722656,480900,267.8299865722656
2021-07-06,269.6499938964844,262.2799987792969,266.9800109863281,263.5199890136719,1063800,263.5199890136719
2021-07-07,266.489990234375,257.5899963378906,266.4100036621094,259.0400085449219,746900,259.0400085449219
2021-07-08,259.343994140625,250.30999755859375,254.25,256.1499938964844,932900,256.1499938964844
2021-07-09,262.9800109863281,253.0,254.86000061035156,262.8299865722656,575500,262.8299865722656
2021-07-12,265.2950134277344,257.8299865722656,263.54998779296875,261.010009765625,740900,261.010009765625
2021-07-13,267.760009765625,261.17999267578125,261.17999267578125,263.8500061035156,899000,263.8500061035156
2021-07-14,265.989990234375,253.33999633789062,264.2099914550781,253.41000366210938,1119900,253.41000366210938
2021-07-15,256.1839904785156,246.8300018310547,252.83999633789062,247.97000122070312,1506700,247.97000122070312
2021-07-16,250.0,242.27000427246094,250.0,243.24000549316406,1443100,243.24000549316406
2021-07-19,246.94000244140625,237.19000244140625,239.0,241.80999755859375,1232500,241.80999755859375
2021-07-20,248.44000244140625,238.60000610351562,243.0,246.5,902100,246.5
2021-07-21,249.75,243.72999572753906,247.25,247.91000366210938,1249900,247.91000366210938
2021-07-22,248.9499969482422,243.82000732421875,247.7100067138672,244.17999267578125,781200,244.17999267578125
2021-07-23,247.90499877929688,240.0,243.27999877929688,243.63999938964844,1501300,243.63999938964844
2021-07-26,241.58999633789062,235.125,238.0,240.58999633789062,1931300,240.58999633789062
2021-07-27,241.66000366210938,232.94000244140625,239.75999450683594,236.92999267578125,1403800,236.92999267578125
2021-07-28,224.1699981689453,213.11000061035156,220.6999969482422,223.32000732421875,7220300,223.32000732421875
2021-07-29,228.75999450683594,223.5,225.30999755859375,225.27000427246094,2544000,225.27000427246094
2021-07-30,233.22000122070312,225.33999633789062,226.52999877929688,228.6699981689453,2169500,228.6699981689453
2021-08-02,230.8800048828125,222.64999389648438,228.72000122070312,228.39999389648438,2227300,228.39999389648438
2021-08-03,227.6300048828125,214.9949951171875,226.6199951171875,217.9499969482422,3438800,217.9499969482422
2021-08-04,220.27000427246094,216.63999938964844,218.1999969482422,217.4199981689453,1670100,217.4199981689453
2021-08-05,222.0,216.6999969482422,219.5,221.1300048828125,1700800,221.1300048828125
2021-08-06,224.5,219.16000366210938,221.6699981689453,221.97000122070312,1012500,221.97000122070312
2021-08-09,227.42999267578125,220.7550048828125,223.47999572753906,224.77999877929688,1040800,224.77999877929688
2021-08-10,226.27000427246094,215.3300018310547,225.5399932861328,215.47999572753906,2855500,215.47999572753906
2021-08-11,217.52999877929688,210.14999389648438,216.07000732421875,214.0,3304600,214.0
2021-08-12,215.47000122070312,210.52000427246094,213.2100067138672,215.0399932861328,1541100,215.0399932861328
2021-08-13,216.05799865722656,211.2100067138672,215.5,211.47999572753906,859100,211.47999572753906
2021-08-16,210.86500549316406,204.50999450683594,210.3000030517578,208.8300018310547,1452500,208.8300018310547
2021-08-17,208.88999938964844,205.1199951171875,205.47999572753906,206.16000366210938,1330100,206.16000366210938
2021-08-18,209.5,204.75999450683594,209.22000122070312,205.4199981689453,1515100,205.4199981689453
2021-08-19,207.99000549316406,201.67799377441406,203.44000244140625,205.0800018310547,834000,205.0800018310547
2021-08-20,218.13999938964844,209.5500030517578,209.5500030517578,216.63999938964844,2313500,216.63999938964844
2021-08-23,222.46499633789062,217.39999389648438,217.39999389648438,221.5,1354400,221.5
2021-08-24,225.6999969482422,222.49000549316406,223.30999755859375,224.8800048828125,887700,224.8800048828125
2021-08-25,227.2899932861328,224.10000610351562,224.5399932861328,226.89999389648438,841800,226.89999389648438
2021-08-26,227.52000427246094,222.48199462890625,224.07000732421875,224.6199951171875,1125800,224.6199951171875
2021-08-27,227.82000732421875,225.49000549316406,225.49000549316406,226.02000427246094,1338800,226.02000427246094
2021-08-30,234.3979949951172,225.94500732421875,226.27999877929688,233.1199951171875,1059300,233.1199951171875
2021-08-31,235.4199981689453,232.25,233.50999450683594,234.33999633789062,1216700,234.33999633789062
2021-09-01,239.1699981689453,235.00999450683594,236.5,238.3800048828125,811000,238.3800048828125
2021-09-02,255.85000610351562,243.0,244.9199981689453,254.02999877929688,3946000,254.02999877929688
2021-09-03,255.90499877929688,248.18499755859375,251.8000030517578,249.0399932861328,1187900,249.0399932861328
2021-09-07,263.5899963378906,254.44000244140625,260.94000244140625,254.72000122070312,1865200,254.72000122070312
2021-09-08,254.19000244140625,245.85000610351562,253.97999572753906,249.67999267578125,1043100,249.67999267578125
2021-09-09,250.97999572753906,245.48599243164062,247.39999389648438,246.00999450683594,926100,246.00999450683594
2021-09-10,254.94000244140625,245.4199981689453,247.00999450683594,247.75999450683594,1513600,247.75999450683594
2021-09-13,247.82000732421875,236.66000366210938,245.97999572753906,244.22000122070312,1215300,244.22000122070312
2021-09-14,246.35000610351562,242.5500030517578,244.50999450683594,243.80999755859375,814900,243.80999755859375
2021-09-15,244.1999969482422,239.6199951171875,243.4499969482422,242.8699951171875,766500,242.8699951171875
2021-09-16,242.85000610351562,239.25999450683594,240.35000610351562,242.02000427246094,846100,242.02000427246094
2021-09-17,248.38999938964844,242.52000427246094,243.22999572753906,248.10000610351562,1129800,248.10000610351562
2021-09-20,240.91299438476562,234.5,240.52000427246094,237.75999450683594,1357500,237.75999450683594
2021-09-21,238.7899932861328,233.94000244140625,236.1999969482422,234.50999450683594,884200,234.50999450683594
2021-09-22,237.14500427246094,234.20599365234375,234.7899932861328,235.35000610351562,906600,235.35000610351562
2021-09-23,238.30599975585938,233.55999755859375,237.88999938964844,234.86000061035156,942900,234.86000061035156
2021-09-24,231.80999755859375,225.4949951171875,231.80999755859375,230.1999969482422,1102900,230.1999969482422
2021-09-27,235.60000610351562,227.05999755859375,228.83999633789062,232.94000244140625,818800,232.94000244140625
2021-09-28,232.00999450683594,225.8699951171875,231.2899932861328,227.33999633789062,1392300,227.33999633789062
2021-09-29,229.27000427246094,220.19000244140625,228.41000366210938,220.32000732421875,1071100,220.32000732421875
2021-09-30,226.33999633789062,218.50999450683594,221.8699951171875,225.33999633789062,1050200,225.33999633789062
2021-10-01,230.0,223.9600067138672,227.02000427246094,229.3300018310547,898200,229.3300018310547
2021-10-04,230.0,218.66000366210938,229.99000549316406,221.91000366210938,1145300,221.91000366210938
2021-10-05,227.92999267578125,221.6300048828125,221.9600067138672,225.82000732421875,647900,225.82000732421875
2021-10-06,232.89999389648438,222.52999877929688,223.58999633789062,232.02000427246094,1036800,232.02000427246094
2021-10-07,238.41000366210938,232.8000030517578,233.00999450683594,234.89999389648438,661700,234.89999389648438
2021-10-08,238.3699951171875,232.33999633789062,235.5,232.8800048828125,625100,232.8800048828125
2021-10-11,236.5800018310547,230.44000244140625,233.8699951171875,231.88999938964844,647300,231.88999938964844
2021-10-12,235.75,231.5,232.80999755859375,235.3000030517578,651400,235.3000030517578
2021-10-13,244.25999450683594,238.1060028076172,238.2899932861328,243.8300018310547,1216100,243.8300018310547
2021-10-14,248.1199951171875,240.02999877929688,246.67999267578125,247.3699951171875,858500,247.3699951171875
2021-10-15,249.61000061035156,243.4199981689453,248.9199981689453,247.39999389648438,813300,247.39999389648438
2021-10-18,250.55999755859375,245.49000549316406,247.22999572753906,248.82000732421875,763500,248.82000732421875
2021-10-19,256.1300048828125,247.4499969482422,250.25,255.61000061035156,1056000,255.61000061035156
2021-10-20,258.6099853515625,249.66000366210938,258.2900085449219,251.17999267578125,736700,251.17999267578125
2021-10-21,263.0400085449219,250.83999633789062,251.08999633789062,255.0,1093500,255.0
2021-10-22,254.3699951171875,249.02000427246094,251.5,252.9600067138672,988000,252.9600067138672
2021-10-25,259.19000244140625,250.5800018310547,252.05999755859375,257.8900146484375,1009600,257.8900146484375
2021-10-26,263.69000244140625,251.57000732421875,260.3399963378906,252.1999969482422,1672600,252.1999969482422
2021-10-27,278.0,260.5299987792969,269.9100036621094,273.1300048828125,3958200,273.1300048828125
2021-10-28,293.32000732421875,273.1400146484375,273.6199951171875,288.95001220703125,3414400,288.95001220703125
2021-10-29,292.82000732421875,283.32000732421875,285.1400146484375,289.3999938964844,1604400,289.3999938964844
2021-11-01,302.5710144042969,294.5199890136719,295.3999938964844,300.95001220703125,2386000,300.95001220703125
2021-11-02,305.6000061035156,296.5880126953125,300.0,298.20001220703125,1315100,298.20001220703125
2021-11-03,299.6600036621094,291.0299987792969,297.79998779296875,298.0799865722656,1223700,298.0799865722656
2021-11-04,299.0799865722656,291.7850036621094,295.1000061035156,293.4800109863281,1137000,293.4800109863281
2021-11-05,297.6300048828125,285.0,293.29998779296875,289.04998779296875,1260700,289.04998779296875
2021-11-08,289.8599853515625,283.1050109863281,287.0,286.8999938964844,2077200,286.8999938964844
2021-11-09,286.4700012207031,276.1050109863281,282.239990234375,278.75,1586200,278.75
2021-11-10,279.7099914550781,266.3699951171875,277.1400146484375,269.7200012207031,1367900,269.7200012207031
2021-11-11,280.0,273.75,275.1000061035156,276.6499938964844,1262800,276.6499938964844
2021-11-12,284.5299987792969,277.75,282.239990234375,280.55999755859375,1853700,280.55999755859375
2021-11-15,286.6000061035156,278.3299865722656,281.80999755859375,278.3800048828125,1055200,278.3800048828125
2021-11-16,279.05499267578125,270.0,278.9800109863281,271.29998779296875,1586900,271.29998779296875
2021-11-17,272.05999755859375,265.8699951171875,271.54998779296875,271.95001220703125,1103300,271.95001220703125
2021-11-18,272.0,262.3299865722656,268.55999755859375,263.3699951171875,1049600,263.3699951171875
2021-11-19,266.9100036621094,258.07000732421875,263.2699890136719,259.54998779296875,799500,259.54998779296875
2021-11-22,264.135009765625,247.01499938964844,258.6499938964844,250.33999633789062,1346300,250.33999633789062
2021-11-23,251.1300048828125,237.05999755859375,246.22999572753906,243.02999877929688,2356700,243.02999877929688
2021-11-24,251.5850067138672,238.64999389648438,244.6699981689453,249.49000549316406,1552300,249.49000549316406
2021-11-26,253.0500030517578,246.0500030517578,248.0800018310547,250.88999938964844,836900,250.88999938964844
2021-11-29,251.4499969482422,245.22999572753906,250.85000610351562,246.60000610351562,1347600,246.60000610351562
2021-11-30,248.8800048828125,235.89500427246094,245.5399932861328,238.5,1874200,238.5
2021-12-01,241.4199981689453,224.3209991455078,238.14999389648438,225.08999633789062,1627300,225.08999633789062
2021-12-02,232.72000122070312,224.875,225.0,228.5399932861328,1603200,228.5399932861328
2021-12-03,233.72999572753906,221.14999389648438,230.0,228.8000030517578,1830700,228.8000030517578
2021-12-06,232.58999633789062,225.2100067138672,228.9499969482422,232.00999450683594,1186000,232.00999450683594
2021-12-07,242.9199981689453,237.22000122070312,239.9600067138672,238.50999450683594,1089400,238.50999450683594
2021-12-08,245.3699951171875,235.47000122070312,240.0,243.1699981689453,1137700,243.1699981689453
2021-12-09,245.80999755859375,232.0500030517578,241.61000061035156,233.4199981689453,1059900,233.4199981689453
2021-12-10,238.42999267578125,230.07000732421875,237.10000610351562,233.25999450683594,838400,233.25999450683594
2021-12-13,234.4499969482422,222.94000244140625,232.8800048828125,225.6199951171875,1188000,225.6199951171875
2021-12-14,227.27999877929688,219.75,222.0,222.67999267578125,2137100,222.67999267578125
2021-12-15,227.02000427246094,216.0,222.35000610351562,225.39999389648438,1557700,225.39999389648438
2021-12-16,232.66000366210938,224.0500030517578,229.16000366210938,226.5500030517578,1130000,226.5500030517578
2021-12-17,237.4499969482422,222.77000427246094,224.30999755859375,235.27999877929688,1697300,235.27999877929688
2021-12-20,236.49000549316406,228.11000061035156,230.75,228.16000366210938,1120600,228.16000366210938
2021-12-21,238.83999633789062,230.05999755859375,230.19000244140625,238.11000061035156,716600,238.11000061035156
2021-12-22,240.9199981689453,234.00999450683594,238.02999877929688,235.16000366210938,972700,235.16000366210938
2021-12-23,238.05999755859375,226.6199951171875,235.5,236.6300048828125,813000,236.6300048828125
2021-12-27,237.75,230.22999572753906,236.7100067138672,233.77999877929688,963900,233.77999877929688
2021-12-28,239.49000549316406,231.50999450683594,234.57000732421875,233.77999877929688,775200,233.77999877929688
2021-12-29,235.83999633789062,228.10000610351562,232.63999938964844,232.9199981689453,1155700,232.9199981689453
2021-12-30,241.5399932861328,233.1699981689453,233.77999877929688,237.9199981689453,941500,237.9199981689453
2021-12-31,241.25,233.2899932861328,237.77000427246094,234.02999877929688,870600,234.02999877929688
2022-01-03,247.1999969482422,235.25,235.25,244.16000366210938,1933300,244.16000366210938
2022-01-04,246.3800048828125,227.4149932861328,245.10000610351562,239.25999450683594,1874400,239.25999450683594
2022-01-05,241.88999938964844,225.4199981689453,237.75999450683594,227.6999969482422,1345300,227.6999969482422
2022-01-06,231.77999877929688,219.61000061035156,224.9499969482422,228.27000427246094,1171900,228.27000427246094
2022-01-07,232.47000122070312,221.33999633789062,228.14999389648438,223.5800018310547,907000,223.5800018310547
2022-01-10,224.97999572753906,212.3800048828125,220.83999633789062,224.41000366210938,1394000,224.41000366210938
2022-01-11,236.3300018310547,222.05999755859375,224.39999389648438,234.97000122070312,1175400,234.97000122070312
2022-01-12,240.0800018310547,230.3800048828125,237.2100067138672,231.30999755859375,1111600,231.30999755859375
2022-01-13,238.8000030517578,226.19000244140625,236.16000366210938,226.4499969482422,985600,226.4499969482422
2022-01-14,226.3990020751953,213.74000549316406,223.91000366210938,218.55999755859375,1664700,218.55999755859375
2022-01-18,218.0,209.67999267578125,213.57000732421875,210.8699951171875,1380200,210.8699951171875
2022-01-19,216.61000061035156,207.02999877929688,212.97999572753906,207.35000610351562,1659900,207.35000610351562
2022-01-20,217.94000244140625,207.66000366210938,210.88999938964844,208.66000366210938,2517800,208.66000366210938
2022-01-21,205.72000122070312,194.72000122070312,202.3699951171875,195.52999877929688,3150100,195.52999877929688
2022-01-24,194.22999572753906,177.07000732421875,187.41000366210938,193.55999755859375,3005100,193.55999755859375
2022-01-25,192.0,180.75999450683594,187.75,184.0399932861328,2074400,184.0399932861328
2022-01-26,192.91000366210938,173.5800018310547,189.3300018310547,174.7899932861328,2654600,174.7899932861328
2022-01-27,179.8300018310547,169.42999267578125,172.88999938964844,171.32000732421875,2512900,171.32000732421875
2022-01-28,174.03500366210938,164.41000366210938,172.22999572753906,172.97999572753906,2515200,172.97999572753906
